species_const	species_name	earliest_cp	entry_reason	availability_confidence	in_pool
SPECIES_BIDOOF	Bidoof	1	wild	Asserted	TRUE
SPECIES_BIBAREL	Bibarel	1	evolution:EVO_LEVEL@15:from SPECIES_BIDOOF	Derived	TRUE
SPECIES_KRICKETOT	Kricketot	3	wild	Asserted	TRUE
SPECIES_KRICKETUNE	Kricketune	3	evolution:EVO_LEVEL@10:from SPECIES_KRICKETOT	Derived	TRUE
SPECIES_SHINX	Shinx	1	starter:game_start	Measured	TRUE
SPECIES_LUXIO	Luxio	1	evolution:EVO_LEVEL@15:from SPECIES_SHINX	Derived	TRUE
SPECIES_LUXRAY	Luxray	4	evolution:EVO_LEVEL@30:from SPECIES_LUXIO	Derived	TRUE
SPECIES_CRANIDOS	Cranidos	19	wild	Asserted	TRUE
SPECIES_RAMPARDOS	Rampardos	19	evolution:EVO_LEVEL@30:from SPECIES_CRANIDOS	Derived	TRUE
SPECIES_SHIELDON	Shieldon	19	wild	Asserted	TRUE
SPECIES_BASTIODON	Bastiodon	19	evolution:EVO_LEVEL@30:from SPECIES_SHIELDON	Derived	TRUE
SPECIES_BURMY_PLANT	Burmy	UNK	no path found	UNK	FALSE
SPECIES_BURMY_SANDY	Burmy	UNK	no path found	UNK	FALSE
SPECIES_BURMY_TRASH	Burmy	UNK	no path found	UNK	FALSE
SPECIES_WORMADAM_PLANT	Wormadam	UNK	no path found	UNK	FALSE
SPECIES_WORMADAM_SANDY	Wormadam	UNK	no path found	UNK	FALSE
SPECIES_WORMADAM_TRASH	Wormadam	UNK	no path found	UNK	FALSE
SPECIES_MOTHIM_PLANT	Mothim	UNK	no path found	UNK	FALSE
SPECIES_MOTHIM_SANDY	Mothim	UNK	no path found	UNK	FALSE
SPECIES_MOTHIM_TRASH	Mothim	UNK	no path found	UNK	FALSE
SPECIES_COMBEE	Combee	11	wild	Derived	TRUE
SPECIES_VESPIQUEN	Vespiquen	11	evolution:EVO_LEVEL_FEMALE@21:from SPECIES_COMBEE	Derived	TRUE
SPECIES_PACHIRISU	Pachirisu	9	wild	Asserted	TRUE
SPECIES_BUIZEL	Buizel	4	wild	Asserted	TRUE
SPECIES_FLOATZEL	Floatzel	3	wild	Asserted	TRUE
SPECIES_CHERUBI	Cherubi	12	wild	Asserted	TRUE
SPECIES_CHERRIM_OVERCAST	Cherrim	12	evolution:EVO_LEVEL@25:from SPECIES_CHERUBI	Derived	TRUE
SPECIES_CHERRIM_SUNSHINE	Cherrim	UNK	no path found	UNK	FALSE
SPECIES_SHELLOS_WEST	Shellos	1	wild	Asserted	TRUE
SPECIES_SHELLOS_EAST	Shellos	15	wild	Asserted	TRUE
SPECIES_GASTRODON_WEST	Gastrodon	1	wild	Asserted	TRUE
SPECIES_GASTRODON_EAST	Gastrodon	15	wild	Asserted	TRUE
SPECIES_DRIFLOON	Drifloon	7	wild	Asserted	TRUE
SPECIES_DRIFBLIM	Drifblim	7	evolution:EVO_LEVEL@28:from SPECIES_DRIFLOON	Derived	TRUE
SPECIES_BUNEARY	Buneary	12	wild	Asserted	TRUE
SPECIES_LOPUNNY	Lopunny	12	evolution:EVO_FRIENDSHIP:0:from SPECIES_BUNEARY	Inferred	TRUE
SPECIES_LOPUNNY_MEGA	Lopunny	12	mega/primal form of SPECIES_LOPUNNY (stone not resolved)	Inferred	TRUE
SPECIES_GLAMEOW	Glameow	12	wild	Asserted	TRUE
SPECIES_PURUGLY	Purugly	12	evolution:EVO_LEVEL@28:from SPECIES_GLAMEOW	Derived	TRUE
SPECIES_STUNKY	Stunky	7	wild	Asserted	TRUE
SPECIES_SKUNTANK	Skuntank	7	evolution:EVO_LEVEL@28:from SPECIES_STUNKY	Derived	TRUE
SPECIES_BRONZOR	Bronzor	3	wild	Asserted	TRUE
SPECIES_BRONZONG	Bronzong	6	evolution:EVO_LEVEL@33:from SPECIES_BRONZOR	Derived	TRUE
SPECIES_CHATOT	Chatot	7	wild	Asserted	TRUE
SPECIES_SPIRITOMB	Spiritomb	3	wild	Asserted	TRUE
SPECIES_GIBLE	Gible	1	starter:game_start	Measured	TRUE
SPECIES_GABITE	Gabite	3	wild	Asserted	TRUE
SPECIES_GARCHOMP	Garchomp	9	evolution:EVO_LEVEL@48:from SPECIES_GABITE	Derived	TRUE
SPECIES_GARCHOMP_MEGA	Garchomp	9	mega/primal form of SPECIES_GARCHOMP (stone not resolved)	Inferred	TRUE
SPECIES_RIOLU	Riolu	UNK	no path found	UNK	FALSE
SPECIES_LUCARIO	Lucario	17	wild	Asserted	TRUE
SPECIES_LUCARIO_MEGA	Lucario	17	mega/primal form of SPECIES_LUCARIO (stone not resolved)	Inferred	TRUE
SPECIES_HIPPOPOTAS	Hippopotas	3	wild	Asserted	TRUE
SPECIES_HIPPOWDON	Hippowdon	4	wild	Asserted	TRUE
SPECIES_SKORUPI	Skorupi	1	wild	Asserted	TRUE
SPECIES_DRAPION	Drapion	7	evolution:EVO_LEVEL@40:from SPECIES_SKORUPI	Derived	TRUE
SPECIES_CROAGUNK	Croagunk	1	wild	Asserted	TRUE
SPECIES_TOXICROAK	Toxicroak	7	evolution:EVO_LEVEL@37:from SPECIES_CROAGUNK	Derived	TRUE
SPECIES_CARNIVINE	Carnivine	15	wild	Asserted	TRUE
SPECIES_FINNEON	Finneon	4	wild	Asserted	TRUE
SPECIES_LUMINEON	Lumineon	4	wild	Asserted	TRUE
SPECIES_SNOVER	Snover	1	starter:game_start	Measured	TRUE
SPECIES_ABOMASNOW	Abomasnow	7	evolution:EVO_LEVEL@36:from SPECIES_SNOVER	Derived	TRUE
SPECIES_ABOMASNOW_MEGA	Abomasnow	7	mega/primal form of SPECIES_ABOMASNOW (stone not resolved)	Inferred	TRUE
SPECIES_ROTOM	Rotom	6	wild	Asserted	TRUE
SPECIES_ROTOM_HEAT	Rotom	UNK	no path found	UNK	FALSE
SPECIES_ROTOM_WASH	Rotom	UNK	no path found	UNK	FALSE
SPECIES_ROTOM_FROST	Rotom	UNK	no path found	UNK	FALSE
SPECIES_ROTOM_FAN	Rotom	UNK	no path found	UNK	FALSE
SPECIES_ROTOM_MOW	Rotom	UNK	no path found	UNK	FALSE
SPECIES_UXIE	Uxie	UNK	no path found	UNK	FALSE
SPECIES_MESPRIT	Mesprit	UNK	no path found	UNK	FALSE
SPECIES_AZELF	Azelf	UNK	no path found	UNK	FALSE
SPECIES_DIALGA	Dialga	UNK	no path found	UNK	FALSE
SPECIES_DIALGA_ORIGIN	Dialga	UNK	no path found	UNK	FALSE
SPECIES_PALKIA	Palkia	UNK	no path found	UNK	FALSE
SPECIES_PALKIA_ORIGIN	Palkia	UNK	no path found	UNK	FALSE
SPECIES_HEATRAN	Heatran	UNK	no path found	UNK	FALSE
SPECIES_REGIGIGAS	Regigigas	UNK	no path found	UNK	FALSE
SPECIES_GIRATINA_ALTERED	Giratina	UNK	no path found	UNK	FALSE
SPECIES_GIRATINA_ORIGIN	Giratina	UNK	no path found	UNK	FALSE
SPECIES_CRESSELIA	Cresselia	UNK	no path found	UNK	FALSE
SPECIES_PHIONE	Phione	17	wild	Asserted	TRUE
SPECIES_MANAPHY	Manaphy	18	wild	Asserted	TRUE
SPECIES_DARKRAI	Darkrai	UNK	no path found	UNK	FALSE
SPECIES_SHAYMIN_LAND	Shaymin	UNK	no path found	UNK	FALSE
SPECIES_SHAYMIN_SKY	Shaymin	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_NORMAL	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_FIGHTING	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_FLYING	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_POISON	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_GROUND	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_ROCK	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_BUG	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_GHOST	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_STEEL	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_FIRE	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_WATER	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_GRASS	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_ELECTRIC	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_PSYCHIC	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_ICE	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_DRAGON	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_DARK	Arceus	UNK	no path found	UNK	FALSE
SPECIES_ARCEUS_FAIRY	Arceus	UNK	no path found	UNK	FALSE
SPECIES_VICTINI	Victini	UNK	no path found	UNK	FALSE
SPECIES_SNIVY	Snivy	1	starter:game_start	Measured	TRUE
SPECIES_SERVINE	Servine	2	evolution:EVO_LEVEL@16:from SPECIES_SNIVY	Derived	TRUE
SPECIES_SERPERIOR	Serperior	7	evolution:EVO_LEVEL@36:from SPECIES_SERVINE	Derived	TRUE
SPECIES_TEPIG	Tepig	1	starter:game_start	Measured	TRUE
SPECIES_PIGNITE	Pignite	2	evolution:EVO_LEVEL@16:from SPECIES_TEPIG	Derived	TRUE
SPECIES_EMBOAR	Emboar	7	evolution:EVO_LEVEL@36:from SPECIES_PIGNITE	Derived	TRUE
SPECIES_OSHAWOTT	Oshawott	1	starter:game_start	Measured	TRUE
SPECIES_DEWOTT	Dewott	2	evolution:EVO_LEVEL@16:from SPECIES_OSHAWOTT	Derived	TRUE
SPECIES_SAMUROTT	Samurott	7	evolution:EVO_LEVEL_DAY@36:from SPECIES_DEWOTT	Derived	TRUE
SPECIES_SAMUROTT_HISUI	Samurott	7	evolution:EVO_LEVEL_NIGHT@36:from SPECIES_DEWOTT	Derived	TRUE
SPECIES_PATRAT	Patrat	3	wild	Asserted	TRUE
SPECIES_WATCHOG	Watchog	3	evolution:EVO_LEVEL@16:from SPECIES_PATRAT	Derived	TRUE
SPECIES_LILLIPUP	Lillipup	1	starter:game_start	Measured	TRUE
SPECIES_HERDIER	Herdier	2	evolution:EVO_LEVEL@16:from SPECIES_LILLIPUP	Derived	TRUE
SPECIES_STOUTLAND	Stoutland	5	evolution:EVO_LEVEL@32:from SPECIES_HERDIER	Derived	TRUE
SPECIES_PURRLOIN	Purrloin	1	wild	Asserted	TRUE
SPECIES_LIEPARD	Liepard	2	evolution:EVO_LEVEL@20:from SPECIES_PURRLOIN	Derived	TRUE
SPECIES_PANSAGE	Pansage	1	wild	Asserted	TRUE
SPECIES_SIMISAGE	Simisage	11	evolution:EVO_ITEM:ITEM_LEAF_STONE	Derived	TRUE
SPECIES_PANSEAR	Pansear	1	wild	Asserted	TRUE
SPECIES_SIMISEAR	Simisear	1	evolution:EVO_ITEM:ITEM_FIRE_STONE	Derived	TRUE
SPECIES_PANPOUR	Panpour	1	wild	Asserted	TRUE
SPECIES_SIMIPOUR	Simipour	1	evolution:EVO_ITEM:ITEM_WATER_STONE	Derived	TRUE
SPECIES_MUNNA	Munna	3	wild	Asserted	TRUE
SPECIES_MUSHARNA	Musharna	13	evolution:EVO_ITEM:ITEM_MOON_STONE	Derived	TRUE
SPECIES_PIDOVE	Pidove	15	wild	Asserted	TRUE
SPECIES_TRANQUILL	Tranquill	15	evolution:EVO_LEVEL@16:from SPECIES_PIDOVE	Derived	TRUE
SPECIES_UNFEZANT	Unfezant	15	evolution:EVO_LEVEL@28:from SPECIES_TRANQUILL	Derived	TRUE
SPECIES_BLITZLE	Blitzle	4	wild	Asserted	TRUE
SPECIES_ZEBSTRIKA	Zebstrika	4	evolution:EVO_LEVEL@27:from SPECIES_BLITZLE	Derived	TRUE
SPECIES_ROGGENROLA	Roggenrola	6	wild	Asserted	TRUE
SPECIES_BOLDORE	Boldore	6	evolution:EVO_LEVEL@23:from SPECIES_ROGGENROLA	Derived	TRUE
SPECIES_GIGALITH	Gigalith	6	evolution:EVO_TRADE:0:from SPECIES_BOLDORE	Inferred	TRUE
SPECIES_WOOBAT	Woobat	3	wild	Asserted	TRUE
SPECIES_SWOOBAT	Swoobat	3	evolution:EVO_FRIENDSHIP:0:from SPECIES_WOOBAT	Inferred	TRUE
SPECIES_DRILBUR	Drilbur	3	wild	Asserted	TRUE
SPECIES_EXCADRILL	Excadrill	5	evolution:EVO_LEVEL@31:from SPECIES_DRILBUR	Derived	TRUE
SPECIES_AUDINO	Audino	7	wild	Asserted	TRUE
SPECIES_AUDINO_MEGA	Audino	7	mega/primal form of SPECIES_AUDINO (stone not resolved)	Inferred	TRUE
SPECIES_TIMBURR	Timburr	1	starter:game_start	Measured	TRUE
SPECIES_GURDURR	Gurdurr	3	evolution:EVO_LEVEL@25:from SPECIES_TIMBURR	Derived	TRUE
SPECIES_CONKELDURR	Conkeldurr	3	evolution:EVO_TRADE:0:from SPECIES_GURDURR	Inferred	TRUE
SPECIES_TYMPOLE	Tympole	1	starter:game_start	Measured	TRUE
SPECIES_PALPITOAD	Palpitoad	3	evolution:EVO_LEVEL@25:from SPECIES_TYMPOLE	Derived	TRUE
SPECIES_SEISMITOAD	Seismitoad	7	evolution:EVO_LEVEL@36:from SPECIES_PALPITOAD	Derived	TRUE
SPECIES_THROH	Throh	3	wild	Asserted	TRUE
SPECIES_SAWK	Sawk	3	wild	Asserted	TRUE
SPECIES_SEWADDLE	Sewaddle	1	wild	Asserted	TRUE
SPECIES_SWADLOON	Swadloon	2	evolution:EVO_LEVEL@16:from SPECIES_SEWADDLE	Derived	TRUE
SPECIES_LEAVANNY	Leavanny	2	evolution:EVO_FRIENDSHIP:0:from SPECIES_SWADLOON	Inferred	TRUE
SPECIES_VENIPEDE	Venipede	1	starter:game_start	Measured	TRUE
SPECIES_WHIRLIPEDE	Whirlipede	3	evolution:EVO_LEVEL@22:from SPECIES_VENIPEDE	Derived	TRUE
SPECIES_SCOLIPEDE	Scolipede	4	evolution:EVO_LEVEL@30:from SPECIES_WHIRLIPEDE	Derived	TRUE
SPECIES_COTTONEE	Cottonee	1	starter:game_start	Measured	TRUE
SPECIES_WHIMSICOTT	Whimsicott	1	evolution:EVO_ITEM:ITEM_SUN_STONE	Derived	TRUE
SPECIES_PETILIL	Petilil	1	wild	Asserted	TRUE
SPECIES_LILLIGANT	Lilligant	1	evolution:EVO_ITEM:ITEM_SUN_STONE	Derived	TRUE
SPECIES_LILLIGANT_HISUI	Lilligant	11	evolution:EVO_ITEM:ITEM_LEAF_STONE	Derived	TRUE
SPECIES_BASCULIN_RED_STRIPED	Basculin	1	wild	Asserted	TRUE
SPECIES_BASCULIN_BLUE_STRIPED	Basculin	1	wild	Asserted	TRUE
SPECIES_BASCULIN_WHITE_STRIPED	Basculin	1	wild	Asserted	TRUE
SPECIES_BASCULEGION_M	Basculegion	7	evolution:EVO_LEVEL_MALE@44:from SPECIES_BASCULIN_RED_STRIPED	Derived	TRUE
SPECIES_BASCULEGION_F	Basculegion	7	evolution:EVO_LEVEL_FEMALE@44:from SPECIES_BASCULIN_RED_STRIPED	Derived	TRUE
SPECIES_SANDILE	Sandile	1	starter:game_start	Measured	TRUE
SPECIES_KROKOROK	Krokorok	4	evolution:EVO_LEVEL@28:from SPECIES_SANDILE	Derived	TRUE
SPECIES_KROOKODILE	Krookodile	7	evolution:EVO_LEVEL@40:from SPECIES_KROKOROK	Derived	TRUE
SPECIES_DARUMAKA	Darumaka	7	wild	Asserted	TRUE
SPECIES_DARMANITAN_STANDARD	Darmanitan	7	evolution:EVO_LEVEL@35:from SPECIES_DARUMAKA	Derived	TRUE
SPECIES_DARMANITAN_ZEN	Darmanitan	UNK	no path found	UNK	FALSE
SPECIES_DARUMAKA_GALAR	Darumaka	7	wild	Asserted	TRUE
SPECIES_DARMANITAN_GALAR_STANDARD	Darmanitan	7	evolution:EVO_ITEM:ITEM_ICE_STONE	Derived	TRUE
SPECIES_DARMANITAN_GALAR_ZEN	Darmanitan	UNK	no path found	UNK	FALSE
SPECIES_MARACTUS	Maractus	11	wild	Asserted	TRUE
SPECIES_DWEBBLE	Dwebble	2	wild	Asserted	TRUE
SPECIES_CRUSTLE	Crustle	6	evolution:EVO_LEVEL@34:from SPECIES_DWEBBLE	Derived	TRUE
SPECIES_SCRAGGY	Scraggy	3	wild	Asserted	TRUE
SPECIES_SCRAFTY	Scrafty	7	evolution:EVO_LEVEL@39:from SPECIES_SCRAGGY	Derived	TRUE
SPECIES_SIGILYPH	Sigilyph	9	wild	Asserted	TRUE
SPECIES_YAMASK	Yamask	3	wild	Asserted	TRUE
SPECIES_COFAGRIGUS	Cofagrigus	6	evolution:EVO_LEVEL@34:from SPECIES_YAMASK	Derived	TRUE
SPECIES_YAMASK_GALAR	Yamask	6	wild	Asserted	TRUE
SPECIES_RUNERIGUS	Runerigus	7	evolution:EVO_LEVEL@35:from SPECIES_YAMASK_GALAR	Derived	TRUE
SPECIES_TIRTOUGA	Tirtouga	19	wild	Asserted	TRUE
SPECIES_CARRACOSTA	Carracosta	19	evolution:EVO_LEVEL@34:from SPECIES_TIRTOUGA	Derived	TRUE
SPECIES_ARCHEN	Archen	19	wild	Asserted	TRUE
SPECIES_ARCHEOPS	Archeops	19	evolution:EVO_LEVEL@34:from SPECIES_ARCHEN	Derived	TRUE
SPECIES_TRUBBISH	Trubbish	6	wild	Asserted	TRUE
SPECIES_GARBODOR	Garbodor	6	evolution:EVO_LEVEL@28:from SPECIES_TRUBBISH	Derived	TRUE
SPECIES_GARBODOR_MEGA	Garbodor	6	mega/primal form of SPECIES_GARBODOR (stone not resolved)	Inferred	TRUE
SPECIES_ZORUA	Zorua	3	wild	Asserted	TRUE
SPECIES_ZOROARK	Zoroark	4	wild	Asserted	TRUE
SPECIES_ZORUA_HISUI	Zorua	3	wild	Asserted	TRUE
SPECIES_ZOROARK_HISUI	Zoroark	4	wild	Asserted	TRUE
SPECIES_MINCCINO	Minccino	6	wild	Asserted	TRUE
SPECIES_CINCCINO	Cinccino	6	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_GOTHITA	Gothita	1	starter:game_start	Measured	TRUE
SPECIES_GOTHORITA	Gothorita	4	evolution:EVO_LEVEL@28:from SPECIES_GOTHITA	Derived	TRUE
SPECIES_GOTHITELLE	Gothitelle	7	evolution:EVO_LEVEL@36:from SPECIES_GOTHORITA	Derived	TRUE
SPECIES_SOLOSIS	Solosis	1	starter:game_start	Measured	TRUE
SPECIES_DUOSION	Duosion	4	evolution:EVO_LEVEL@28:from SPECIES_SOLOSIS	Derived	TRUE
SPECIES_REUNICLUS	Reuniclus	7	evolution:EVO_LEVEL@41:from SPECIES_DUOSION	Derived	TRUE
SPECIES_DUCKLETT	Ducklett	3	wild	Asserted	TRUE
SPECIES_SWANNA	Swanna	3	wild	Asserted	TRUE
SPECIES_VANILLITE	Vanillite	7	wild	Asserted	TRUE
SPECIES_VANILLISH	Vanillish	7	evolution:EVO_LEVEL@35:from SPECIES_VANILLITE	Derived	TRUE
SPECIES_VANILLUXE	Vanilluxe	7	evolution:EVO_LEVEL@44:from SPECIES_VANILLISH	Derived	TRUE
SPECIES_DEERLING_SPRING	Deerling	UNK	no path found	UNK	FALSE
SPECIES_DEERLING_SUMMER	Deerling	UNK	no path found	UNK	FALSE
SPECIES_DEERLING_AUTUMN	Deerling	UNK	no path found	UNK	FALSE
SPECIES_DEERLING_WINTER	Deerling	UNK	no path found	UNK	FALSE
SPECIES_SAWSBUCK_SPRING	Sawsbuck	UNK	no path found	UNK	FALSE
SPECIES_SAWSBUCK_SUMMER	Sawsbuck	UNK	no path found	UNK	FALSE
SPECIES_SAWSBUCK_AUTUMN	Sawsbuck	UNK	no path found	UNK	FALSE
SPECIES_SAWSBUCK_WINTER	Sawsbuck	UNK	no path found	UNK	FALSE
SPECIES_EMOLGA	Emolga	3	wild	Asserted	TRUE
SPECIES_KARRABLAST	Karrablast	7	wild	Asserted	TRUE
SPECIES_ESCAVALIER	Escavalier	7	evolution:EVO_TRADE_SPECIFIC_MON:SPECIES_SHELMET:from SPECIES_KARRABLAST	Inferred	TRUE
SPECIES_FOONGUS	Foongus	7	wild	Asserted	TRUE
SPECIES_AMOONGUSS	Amoonguss	7	evolution:EVO_LEVEL@36:from SPECIES_FOONGUS	Derived	TRUE
SPECIES_FRILLISH	Frillish	4	wild	Asserted	TRUE
SPECIES_JELLICENT	Jellicent	4	wild	Asserted	TRUE
SPECIES_ALOMOMOLA	Alomomola	3	wild	Asserted	TRUE
SPECIES_JOLTIK	Joltik	1	wild	Asserted	TRUE
SPECIES_GALVANTULA	Galvantula	5	evolution:EVO_LEVEL@32:from SPECIES_JOLTIK	Derived	TRUE
SPECIES_FERROSEED	Ferroseed	7	wild	Asserted	TRUE
SPECIES_FERROTHORN	Ferrothorn	7	evolution:EVO_LEVEL@40:from SPECIES_FERROSEED	Derived	TRUE
SPECIES_KLINK	Klink	1	starter:game_start	Measured	TRUE
SPECIES_KLANG	Klang	7	evolution:EVO_LEVEL@38:from SPECIES_KLINK	Derived	TRUE
SPECIES_KLINKLANG	Klinklang	9	evolution:EVO_LEVEL@49:from SPECIES_KLANG	Derived	TRUE
SPECIES_TYNAMO	Tynamo	11	wild	Asserted	TRUE
SPECIES_EELEKTRIK	Eelektrik	11	evolution:EVO_LEVEL@36:from SPECIES_TYNAMO	Derived	TRUE
SPECIES_EELEKTROSS	Eelektross	11	evolution:EVO_ITEM:ITEM_THUNDER_STONE	Derived	TRUE
SPECIES_ELGYEM	Elgyem	9	wild	Asserted	TRUE
SPECIES_BEHEEYEM	Beheeyem	9	evolution:EVO_LEVEL@34:from SPECIES_ELGYEM	Derived	TRUE
SPECIES_LITWICK	Litwick	1	starter:game_start	Measured	TRUE
SPECIES_LAMPENT	Lampent	6	evolution:EVO_LEVEL@34:from SPECIES_LITWICK	Derived	TRUE
SPECIES_CHANDELURE	Chandelure	13	wild	Asserted	TRUE
SPECIES_AXEW	Axew	1	wild	Asserted	TRUE
SPECIES_FRAXURE	Fraxure	7	evolution:EVO_LEVEL@36:from SPECIES_AXEW	Derived	TRUE
SPECIES_HAXORUS	Haxorus	7	evolution:EVO_LEVEL@44:from SPECIES_FRAXURE	Derived	TRUE
SPECIES_CUBCHOO	Cubchoo	7	wild	Asserted	TRUE
SPECIES_BEARTIC	Beartic	7	evolution:EVO_LEVEL@36:from SPECIES_CUBCHOO	Derived	TRUE
SPECIES_CRYOGONAL	Cryogonal	9	wild	Asserted	TRUE
SPECIES_SHELMET	Shelmet	7	wild	Asserted	TRUE
SPECIES_ACCELGOR	Accelgor	7	evolution:EVO_TRADE_SPECIFIC_MON:SPECIES_KARRABLAST:from SPECIES_SHELMET	Inferred	TRUE
SPECIES_STUNFISK	Stunfisk	3	wild	Asserted	TRUE
SPECIES_STUNFISK_GALAR	Stunfisk	3	wild	Asserted	TRUE
SPECIES_MIENFOO	Mienfoo	3	wild	Asserted	TRUE
SPECIES_MIENSHAO	Mienshao	4	evolution:EVO_LEVEL@28:from SPECIES_MIENFOO	Derived	TRUE
SPECIES_DRUDDIGON	Druddigon	6	wild	Asserted	TRUE
SPECIES_GOLETT	Golett	6	wild	Asserted	TRUE
SPECIES_GOLURK	Golurk	6	evolution:EVO_LEVEL@34:from SPECIES_GOLETT	Derived	TRUE
SPECIES_PAWNIARD	Pawniard	1	starter:game_start	Measured	TRUE
SPECIES_BISHARP	Bisharp	7	evolution:EVO_LEVEL@36:from SPECIES_PAWNIARD	Derived	TRUE
SPECIES_KINGAMBIT	Kingambit	9	evolution:EVO_LEVEL@50:from SPECIES_BISHARP	Derived	TRUE
SPECIES_BOUFFALANT	Bouffalant	4	wild	Asserted	TRUE
SPECIES_RUFFLET	Rufflet	1	wild	Asserted	TRUE
SPECIES_BRAVIARY	Braviary	7	evolution:EVO_LEVEL_DAY@36:from SPECIES_RUFFLET	Derived	TRUE
SPECIES_BRAVIARY_HISUI	Braviary	7	evolution:EVO_LEVEL_NIGHT@36:from SPECIES_RUFFLET	Derived	TRUE
SPECIES_VULLABY	Vullaby	1	wild	Asserted	TRUE
SPECIES_MANDIBUZZ	Mandibuzz	8	evolution:EVO_LEVEL@45:from SPECIES_VULLABY	Derived	TRUE
SPECIES_HEATMOR	Heatmor	7	wild	Asserted	TRUE
SPECIES_DURANT	Durant	11	wild	Derived	TRUE
SPECIES_DEINO	Deino	6	wild	Asserted	TRUE
SPECIES_ZWEILOUS	Zweilous	7	wild	Asserted	TRUE
SPECIES_HYDREIGON	Hydreigon	10	evolution:EVO_LEVEL@59:from SPECIES_ZWEILOUS	Derived	TRUE
SPECIES_LARVESTA	Larvesta	6	wild	Asserted	TRUE
SPECIES_VOLCARONA	Volcarona	10	evolution:EVO_LEVEL@59:from SPECIES_LARVESTA	Derived	TRUE
SPECIES_COBALION	Cobalion	UNK	no path found	UNK	FALSE
SPECIES_TERRAKION	Terrakion	UNK	no path found	UNK	FALSE
SPECIES_VIRIZION	Virizion	UNK	no path found	UNK	FALSE
SPECIES_TORNADUS_INCARNATE	Tornadus	UNK	no path found	UNK	FALSE
SPECIES_TORNADUS_THERIAN	Tornadus	UNK	no path found	UNK	FALSE
SPECIES_THUNDURUS_INCARNATE	Thundurus	UNK	no path found	UNK	FALSE
SPECIES_THUNDURUS_THERIAN	Thundurus	UNK	no path found	UNK	FALSE
SPECIES_RESHIRAM	Reshiram	UNK	no path found	UNK	FALSE
SPECIES_ZEKROM	Zekrom	UNK	no path found	UNK	FALSE
SPECIES_LANDORUS_INCARNATE	Landorus	UNK	no path found	UNK	FALSE
SPECIES_LANDORUS_THERIAN	Landorus	UNK	no path found	UNK	FALSE
SPECIES_KYUREM	Kyurem	UNK	no path found	UNK	FALSE
SPECIES_KYUREM_WHITE	Kyurem	UNK	no path found	UNK	FALSE
SPECIES_KYUREM_BLACK	Kyurem	UNK	no path found	UNK	FALSE
SPECIES_KELDEO_ORDINARY	Keldeo	UNK	no path found	UNK	FALSE
SPECIES_KELDEO_RESOLUTE	Keldeo	UNK	no path found	UNK	FALSE
SPECIES_MELOETTA_ARIA	Meloetta	UNK	no path found	UNK	FALSE
SPECIES_MELOETTA_PIROUETTE	Meloetta	UNK	no path found	UNK	FALSE
SPECIES_GENESECT	Genesect	UNK	no path found	UNK	FALSE
SPECIES_GENESECT_DOUSE	Genesect	UNK	no path found	UNK	FALSE
SPECIES_GENESECT_SHOCK	Genesect	UNK	no path found	UNK	FALSE
SPECIES_GENESECT_BURN	Genesect	UNK	no path found	UNK	FALSE
SPECIES_GENESECT_CHILL	Genesect	UNK	no path found	UNK	FALSE
SPECIES_CHESPIN	Chespin	1	starter:game_start	Measured	TRUE
SPECIES_QUILLADIN	Quilladin	2	evolution:EVO_LEVEL@16:from SPECIES_CHESPIN	Derived	TRUE
SPECIES_CHESNAUGHT	Chesnaught	7	evolution:EVO_LEVEL@36:from SPECIES_QUILLADIN	Derived	TRUE
SPECIES_FENNEKIN	Fennekin	1	starter:game_start	Measured	TRUE
SPECIES_BRAIXEN	Braixen	2	evolution:EVO_LEVEL@16:from SPECIES_FENNEKIN	Derived	TRUE
SPECIES_DELPHOX	Delphox	7	evolution:EVO_LEVEL@36:from SPECIES_BRAIXEN	Derived	TRUE
SPECIES_FROAKIE	Froakie	1	starter:game_start	Measured	TRUE
SPECIES_FROGADIER	Frogadier	2	evolution:EVO_LEVEL@16:from SPECIES_FROAKIE	Derived	TRUE
SPECIES_GRENINJA	Greninja	7	evolution:EVO_LEVEL@36:from SPECIES_FROGADIER	Derived	TRUE
