species_const	internal_index	natdex_num	species_name	form_type	form_markers	type_1	type_2	base_hp	base_atk	base_def	base_spa	base_spd	base_spe	bst	ability_1	ability_2	ability_hidden	catch_rate	exp_yield	exp_yield_note	ev_yield	gender_ratio_pct_female	egg_cycles	egg_group_1	egg_group_2	friendship	growth_rate	evolutions	levelup_moves	teachable_moves	egg_moves	is_legendary	is_mythical	wild_availability	wild_obtainable	source_file	source_line	confidence	is_starter	starter_pool	starter_lineage_of	availability_channels
SPECIES_GOURGEIST_LARGE	1161	711	Gourgeist	base	NONE	TYPE_GHOST	TYPE_GRASS	75	58	122	95	75	69	494	ABILITY_PICKUP	ABILITY_FRISK	ABILITY_FLARE_BOOST	60	173	literal	Defense:2	50	20	EGG_GROUP_AMORPHOUS	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_EXPLOSION:1,MOVE_PHANTOM_FORCE:1,MOVE_ABSORB:1,MOVE_ASTONISH:1,MOVE_CONFUSE_RAY:1,MOVE_SHADOW_SNEAK:1,MOVE_SCARY_FACE:4,MOVE_TRICK_OR_TREAT:6,MOVE_WORRY_SEED:11,MOVE_RAZOR_LEAF:16,MOVE_LEECH_SEED:20,MOVE_TRICK_OR_TREAT:23,MOVE_MAGICAL_LEAF:26,MOVE_SHADOW_BALL:28,MOVE_HEX:36,MOVE_TRICK_OR_TREAT:40,MOVE_PAIN_SPLIT:42,MOVE_GIGA_DRAIN:48,MOVE_TRICK_OR_TREAT:63,MOVE_EXPLOSION:70	MOVE_SEED_BOMB,MOVE_BULLET_SEED,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_AURA_SPHERE,MOVE_FLAMETHROWER,MOVE_SLUDGE_BOMB,MOVE_FIRE_BLAST,MOVE_THIEF,MOVE_FOCUS_BLAST,MOVE_ENERGY_BALL,MOVE_WILL_O_WISP,MOVE_EXPLOSION,MOVE_POLTERGEIST,MOVE_GYRO_BALL,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_TRICK_ROOM,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_FLAME_CHARGE,MOVE_CHARGE_BEAM,MOVE_PAIN_SPLIT,MOVE_FOUL_PLAY,MOVE_NASTY_PLOT,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_SOLAR_BEAM,MOVE_MYSTICAL_FIRE,MOVE_PHANTOM_FORCE,MOVE_POWER_WHIP	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	4940	Measured	FALSE	NONE	NONE	UNK
SPECIES_GOURGEIST_SUPER	1162	711	Gourgeist	base	NONE	TYPE_GHOST	TYPE_GRASS	85	58	122	100	75	54	494	ABILITY_PICKUP	ABILITY_FRISK	ABILITY_FLARE_BOOST	60	173	literal	Defense:2	50	20	EGG_GROUP_AMORPHOUS	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_EXPLOSION:1,MOVE_PHANTOM_FORCE:1,MOVE_ABSORB:1,MOVE_ASTONISH:1,MOVE_CONFUSE_RAY:1,MOVE_SHADOW_SNEAK:1,MOVE_SCARY_FACE:4,MOVE_TRICK_OR_TREAT:6,MOVE_WORRY_SEED:11,MOVE_RAZOR_LEAF:16,MOVE_LEECH_SEED:20,MOVE_TRICK_OR_TREAT:23,MOVE_MAGICAL_LEAF:26,MOVE_SHADOW_BALL:28,MOVE_HEX:36,MOVE_TRICK_OR_TREAT:40,MOVE_PAIN_SPLIT:42,MOVE_GIGA_DRAIN:48,MOVE_TRICK_OR_TREAT:63,MOVE_EXPLOSION:70	MOVE_SEED_BOMB,MOVE_BULLET_SEED,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_AURA_SPHERE,MOVE_FLAMETHROWER,MOVE_SLUDGE_BOMB,MOVE_FIRE_BLAST,MOVE_THIEF,MOVE_FOCUS_BLAST,MOVE_ENERGY_BALL,MOVE_WILL_O_WISP,MOVE_EXPLOSION,MOVE_POLTERGEIST,MOVE_GYRO_BALL,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_TRICK_ROOM,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_FLAME_CHARGE,MOVE_CHARGE_BEAM,MOVE_PAIN_SPLIT,MOVE_FOUL_PLAY,MOVE_NASTY_PLOT,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_SOLAR_BEAM,MOVE_MYSTICAL_FIRE,MOVE_PHANTOM_FORCE,MOVE_POWER_WHIP	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5003	Measured	FALSE	NONE	NONE	UNK
SPECIES_BERGMITE	712	712	Bergmite	base	NONE	TYPE_ICE	TYPE_ICE	55	69	85	32	35	28	304	ABILITY_OWN_TEMPO	ABILITY_ICE_BODY	ABILITY_STURDY	190	61	literal	Defense:1	50	20	EGG_GROUP_MONSTER	EGG_GROUP_MINERAL	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL:37:SPECIES_AVALUGG|EVO_ITEM:ITEM_ICE_STONE:SPECIES_AVALUGG_HISUI	MOVE_TACKLE:1,MOVE_BITE:1,MOVE_HARDEN:1,MOVE_ICE_SHARD:5,MOVE_ICY_WIND:10,MOVE_TAKE_DOWN:15,MOVE_SHARPEN:20,MOVE_CURSE:22,MOVE_ICE_FANG:26,MOVE_ICE_BALL:30,MOVE_RAPID_SPIN:35,MOVE_AVALANCHE:39,MOVE_BLIZZARD:43,MOVE_RECOVER:47,MOVE_DOUBLE_EDGE:49	MOVE_ROAR,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_ICY_WIND,MOVE_ROCK_TOMB,MOVE_STONE_EDGE,MOVE_GYRO_BALL,MOVE_ROCK_SLIDE,MOVE_FLASH_CANNON,MOVE_ICE_SPINNER,MOVE_SURF,MOVE_STRENGTH,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_IRON_DEFENSE,MOVE_ROCK_POLISH,MOVE_SNOWSCAPE,MOVE_ICICLE_SPEAR,MOVE_ICE_FANG,MOVE_RAIN_DANCE	MOVE_RECOVER,MOVE_MIST,MOVE_BARRIER,MOVE_MIRROR_COAT	FALSE	FALSE	MAP_MIRAGE_TOWER_2F:land_mons:30-35:5|MAP_ISLAND_CAVE:land_mons:25-30:20|MAP_ISLAND_CAVE:land_mons:25-30:20|MAP_ISLAND_CAVE:land_mons:25-30:10	TRUE	src/data/pokemon/species_info/gen_6_families.h	5076	Measured	FALSE	NONE	NONE	wild
SPECIES_AVALUGG	713	713	Avalugg	base	NONE	TYPE_ICE	TYPE_ICE	95	117	184	44	46	28	514	ABILITY_FILTER	ABILITY_ICE_BODY	ABILITY_STURDY	55	180	literal	Defense:2	50	20	EGG_GROUP_MONSTER	EGG_GROUP_MINERAL	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_ICICLE_CRASH:0,MOVE_ICICLE_CRASH:1,MOVE_WIDE_GUARD:1,MOVE_CRUNCH:1,MOVE_SKULL_BASH:1,MOVE_IRON_DEFENSE:1,MOVE_TACKLE:1,MOVE_BITE:1,MOVE_HARDEN:1,MOVE_POWDER_SNOW:1,MOVE_ICE_SHARD:5,MOVE_ICY_WIND:10,MOVE_TAKE_DOWN:15,MOVE_SHARPEN:20,MOVE_CURSE:22,MOVE_ICE_FANG:26,MOVE_ICE_BALL:30,MOVE_RAPID_SPIN:35,MOVE_AVALANCHE:42,MOVE_RECOVER:51,MOVE_MOUNTAIN_GALE:53,MOVE_DOUBLE_EDGE:56,MOVE_SKULL_BASH:60,MOVE_CRUNCH:65	MOVE_ROAR,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_IRON_HEAD,MOVE_EARTHQUAKE,MOVE_HIGH_HORSEPOWER,MOVE_ROCK_TOMB,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_GYRO_BALL,MOVE_ROCK_SLIDE,MOVE_FLASH_CANNON,MOVE_BULLDOZE,MOVE_SUPERPOWER,MOVE_BODY_PRESS,MOVE_ICE_SPINNER,MOVE_SURF,MOVE_STRENGTH,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_IRON_DEFENSE,MOVE_ROCK_POLISH,MOVE_SNOWSCAPE,MOVE_ICICLE_SPEAR,MOVE_ICE_FANG,MOVE_BODY_SLAM,MOVE_RAIN_DANCE,MOVE_HEAVY_SLAM	NONE	FALSE	FALSE	MAP_ROUTE133:land_mons:45-50:4|MAP_EVER_GRANDE_CITY:land_mons:60-65:10|MAP_SAFARI_ZONE_NORTHEAST:land_mons:40-45:10	TRUE	src/data/pokemon/species_info/gen_6_families.h	5140	Measured	FALSE	NONE	NONE	wild
SPECIES_AVALUGG_HISUI	1007	713	Avalugg	regional	isHisuianForm	TYPE_ICE	TYPE_ROCK	100	132	184	34	36	28	514	ABILITY_STRONG_JAW	ABILITY_STURDY	ABILITY_TECHNICIAN	55	180	literal	Defense:2	50	20	EGG_GROUP_MONSTER	EGG_GROUP_MINERAL	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_ROCK_SLIDE:0,MOVE_ROCK_SLIDE:1,MOVE_WIDE_GUARD:1,MOVE_CRUNCH:1,MOVE_ACCELEROCK:1,MOVE_IRON_DEFENSE:1,MOVE_TACKLE:1,MOVE_BITE:1,MOVE_HARDEN:1,MOVE_POWDER_SNOW:1,MOVE_ICE_SHARD:5,MOVE_ICY_WIND:10,MOVE_TAKE_DOWN:15,MOVE_SHARPEN:20,MOVE_CURSE:22,MOVE_ICE_FANG:26,MOVE_ICE_BALL:30,MOVE_RAPID_SPIN:35,MOVE_BULLDOZE:38,MOVE_AVALANCHE:42,MOVE_ICICLE_CRASH:46,MOVE_RECOVER:51,MOVE_MOUNTAIN_GALE:53,MOVE_DOUBLE_EDGE:56,MOVE_SKULL_BASH:60,MOVE_CRUNCH:65	MOVE_ROAR,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_ICY_WIND,MOVE_IRON_HEAD,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_ROCK_TOMB,MOVE_STONE_EDGE,MOVE_EARTH_POWER,MOVE_BULLDOZE,MOVE_BODY_PRESS,MOVE_ICE_SPINNER,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_IRON_DEFENSE,MOVE_ROCK_POLISH,MOVE_STEALTH_ROCK,MOVE_SNOWSCAPE,MOVE_ICICLE_SPEAR,MOVE_ROCK_BLAST,MOVE_THUNDER_FANG,MOVE_ICE_FANG,MOVE_BODY_SLAM,MOVE_SANDSTORM,MOVE_RAIN_DANCE,MOVE_ROCK_SLIDE,MOVE_HEAVY_SLAM	NONE	FALSE	FALSE	MAP_EVER_GRANDE_CITY:land_mons:60-65:10|MAP_SAFARI_ZONE_NORTHEAST:land_mons:40-45:10	TRUE	src/data/pokemon/species_info/gen_6_families.h	5204	Measured	FALSE	NONE	NONE	wild
SPECIES_NOIBAT	714	714	Noibat	base	NONE	TYPE_FLYING	TYPE_DRAGON	40	30	35	45	40	55	245	ABILITY_FRISK	ABILITY_INFILTRATOR	ABILITY_TELEPATHY	190	49	literal	Speed:1	50	20	EGG_GROUP_FLYING	EGG_GROUP_DRAGON	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL:36:SPECIES_NOIVERN	MOVE_SCREECH:1,MOVE_SUPERSONIC:1,MOVE_BITE:1,MOVE_MEGA_DRAIN:5,MOVE_LEECH_LIFE:11,MOVE_DRAGON_BREATH:13,MOVE_AIR_SLASH:16,MOVE_AGILITY:18,MOVE_DRAGON_PULSE:23,MOVE_ROOST:27,MOVE_DUAL_WINGBEAT:31,MOVE_TAILWIND:35,MOVE_WHIRLWIND:40,MOVE_SUPER_FANG:43,MOVE_AIR_SLASH:48,MOVE_HURRICANE:58	MOVE_HEAT_WAVE,MOVE_TAUNT,MOVE_HYPER_VOICE,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_DEFOG,MOVE_THIEF,MOVE_STEEL_WING,MOVE_HURRICANE,MOVE_LEECH_LIFE,MOVE_ROOST,MOVE_AIR_SLASH,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_SHADOW_CLAW,MOVE_DARK_PULSE,MOVE_X_SCISSOR,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_WILD_CHARGE,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_DRACO_METEOR,MOVE_CUT,MOVE_FLY,MOVE_TAILWIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_DRACO_BARRAGE	MOVE_SWITCHEROO,MOVE_SNATCH,MOVE_OUTRAGE,MOVE_TAILWIND,MOVE_DEFOG,MOVE_DRAGON_RUSH	FALSE	FALSE	MAP_MIRAGE_TOWER_3F:land_mons:30-35:5|MAP_GRASSY_SLAB:water_mons:36-40:60	TRUE	src/data/pokemon/species_info/gen_6_families.h	5269	Measured	FALSE	NONE	NONE	wild
SPECIES_NOIVERN	715	715	Noivern	base	NONE	TYPE_FLYING	TYPE_DRAGON	85	70	80	102	80	123	540	ABILITY_FRISK	ABILITY_INFILTRATOR	ABILITY_TELEPATHY	45	187	literal	Speed:2	50	20	EGG_GROUP_FLYING	EGG_GROUP_DRAGON	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_AEROBLAST:0,MOVE_BOOMBURST:1,MOVE_DRAGON_PULSE:1,MOVE_HURRICANE:1,MOVE_MOONLIGHT:1,MOVE_SCREECH:1,MOVE_SUPERSONIC:1,MOVE_BITE:1,MOVE_AIR_SLASH:1,MOVE_ABSORB:5,MOVE_GUST:11,MOVE_DRAGON_BREATH:13,MOVE_WING_ATTACK:16,MOVE_AGILITY:18,MOVE_DRAGON_PULSE:23,MOVE_ROOST:27,MOVE_DUAL_WINGBEAT:31,MOVE_TAILWIND:35,MOVE_WHIRLWIND:40,MOVE_SUPER_FANG:43,MOVE_SWITCHEROO:48,MOVE_HURRICANE:53	MOVE_DRAGON_CLAW,MOVE_HEAT_WAVE,MOVE_TAUNT,MOVE_HYPER_VOICE,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_FLAMETHROWER,MOVE_DEFOG,MOVE_THIEF,MOVE_STEEL_WING,MOVE_HURRICANE,MOVE_LEECH_LIFE,MOVE_ROOST,MOVE_FOCUS_BLAST,MOVE_AIR_SLASH,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_SHADOW_CLAW,MOVE_DARK_PULSE,MOVE_X_SCISSOR,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_WILD_CHARGE,MOVE_DUAL_WINGBEAT,MOVE_PSYCHIC_NOISE,MOVE_ACROBATICS,MOVE_BRAVE_BIRD,MOVE_DRACO_METEOR,MOVE_CUT,MOVE_FLY,MOVE_TAILWIND,MOVE_DRAGON_DANCE,MOVE_NASTY_PLOT,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_DRACO_BARRAGE	NONE	FALSE	FALSE	MAP_ROUTE128:land_mons:45-50:10|MAP_SAFARI_ZONE_NORTH:land_mons:40-45:20|MAP_SKY_PILLAR_1F:land_mons:60-65:10|MAP_SKY_PILLAR_1F:land_mons:60-65:10|MAP_GRASSY_SLAB:water_mons:36-40:1	TRUE	src/data/pokemon/species_info/gen_6_families.h	5336	Measured	FALSE	NONE	NONE	wild
SPECIES_XERNEAS_NEUTRAL	716	716	Xerneas	base	NONE	TYPE_FAIRY	TYPE_FAIRY	126	131	95	131	98	99	680	ABILITY_FAIRY_AURA	ABILITY_NONE	ABILITY_NONE	45	340	ternary_gen5plus:340|pre:306	HP:3	GENDERLESS	120	EGG_GROUP_NO_EGGS_DISCOVERED	NONE	0	GROWTH_SLOW	NONE	MOVE_HEAL_PULSE:1,MOVE_AROMATHERAPY:1,MOVE_INGRAIN:1,MOVE_LIGHT_SCREEN:5,MOVE_TAKE_DOWN:10,MOVE_GRAVITY:18,MOVE_AURORA_BEAM:26,MOVE_NIGHT_SLASH:35,MOVE_MEGAHORN:44,MOVE_HORN_LEECH:51,MOVE_PSYCH_UP:55,MOVE_MISTY_TERRAIN:59,MOVE_NATURE_POWER:63,MOVE_MOONBLAST:72,MOVE_GEOMANCY:80,MOVE_GIGA_IMPACT:88,MOVE_OUTRAGE:93	MOVE_CLOSE_COMBAT,MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_LIGHT_SCREEN,MOVE_HYPER_VOICE,MOVE_THUNDERBOLT,MOVE_THUNDER,MOVE_PSYCHIC,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_DEFOG,MOVE_DRAINING_KISS,MOVE_FOCUS_BLAST,MOVE_THUNDER_WAVE,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_FLASH_CANNON,MOVE_DAZZLING_GLEAM,MOVE_PSYSHOCK,MOVE_PLAY_ROUGH,MOVE_CUT,MOVE_FLASH,MOVE_CALM_MIND,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_RAIN_DANCE,MOVE_MEGAHORN,MOVE_MOONBLAST,MOVE_GRAVITY,MOVE_MISTY_EXPLOSION	NONE	TRUE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5404	Measured	FALSE	NONE	NONE	UNK
SPECIES_XERNEAS_ACTIVE	1163	716	Xerneas	base	NONE	TYPE_FAIRY	TYPE_FAIRY	126	131	95	131	98	99	680	ABILITY_FAIRY_AURA	ABILITY_NONE	ABILITY_NONE	45	340	ternary_gen5plus:340|pre:306	HP:3	GENDERLESS	120	EGG_GROUP_NO_EGGS_DISCOVERED	NONE	0	GROWTH_SLOW	NONE	MOVE_HEAL_PULSE:1,MOVE_AROMATHERAPY:1,MOVE_INGRAIN:1,MOVE_LIGHT_SCREEN:5,MOVE_TAKE_DOWN:10,MOVE_GRAVITY:18,MOVE_AURORA_BEAM:26,MOVE_NIGHT_SLASH:35,MOVE_MEGAHORN:44,MOVE_HORN_LEECH:51,MOVE_PSYCH_UP:55,MOVE_MISTY_TERRAIN:59,MOVE_NATURE_POWER:63,MOVE_MOONBLAST:72,MOVE_GEOMANCY:80,MOVE_GIGA_IMPACT:88,MOVE_OUTRAGE:93	MOVE_CLOSE_COMBAT,MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_LIGHT_SCREEN,MOVE_HYPER_VOICE,MOVE_THUNDERBOLT,MOVE_THUNDER,MOVE_PSYCHIC,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_DEFOG,MOVE_DRAINING_KISS,MOVE_FOCUS_BLAST,MOVE_THUNDER_WAVE,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_FLASH_CANNON,MOVE_DAZZLING_GLEAM,MOVE_PSYSHOCK,MOVE_PLAY_ROUGH,MOVE_CUT,MOVE_FLASH,MOVE_CALM_MIND,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_RAIN_DANCE,MOVE_MEGAHORN,MOVE_MOONBLAST,MOVE_GRAVITY,MOVE_MISTY_EXPLOSION	NONE	TRUE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5465	Measured	FALSE	NONE	NONE	UNK
SPECIES_YVELTAL	717	717	Yveltal	base	NONE	TYPE_DARK	TYPE_FLYING	126	131	95	131	98	99	680	ABILITY_DARK_AURA	ABILITY_NONE	ABILITY_NONE	45	340	ternary_gen5plus:340|pre:306	HP:3	GENDERLESS	120	EGG_GROUP_NO_EGGS_DISCOVERED	NONE	0	GROWTH_SLOW	NONE	MOVE_DISABLE:1,MOVE_TAUNT:1,MOVE_ROOST:1,MOVE_FOUL_PLAY:10,MOVE_SNARL:18,MOVE_RAZOR_WIND:26,MOVE_DISABLE:35,MOVE_PHANTOM_FORCE:44,MOVE_FOUL_PLAY:51,MOVE_PSYCHIC:55,MOVE_DARK_PULSE:59,MOVE_DRAGON_RUSH:63,MOVE_SUCKER_PUNCH:72,MOVE_OBLIVION_WING:80,MOVE_HYPER_BEAM:88,MOVE_SKY_ATTACK:93	MOVE_DRAGON_CLAW,MOVE_HEAT_WAVE,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_HYPER_VOICE,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_AURA_SPHERE,MOVE_DEFOG,MOVE_THIEF,MOVE_STEEL_WING,MOVE_HURRICANE,MOVE_ROOST,MOVE_FOCUS_BLAST,MOVE_AIR_SLASH,MOVE_SHADOW_CLAW,MOVE_KNOCK_OFF,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_SNARL,MOVE_CUT,MOVE_FLY,MOVE_DARK_HOLE,MOVE_TAILWIND,MOVE_FOUL_PLAY,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_PHANTOM_FORCE,MOVE_RAIN_DANCE	NONE	TRUE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5530	Measured	FALSE	NONE	NONE	UNK
SPECIES_ZYGARDE_50	718	718	Zygarde	base	NONE	TYPE_DRAGON	TYPE_GROUND	108	100	121	81	95	95	600	ABILITY_AURA_BREAK	ABILITY_NONE	ABILITY_NONE	3	300	ternary_gen5plus:300|pre:270	HP:3	GENDERLESS	120	EGG_GROUP_NO_EGGS_DISCOVERED	NONE	0	GROWTH_SLOW	NONE	MOVE_GLARE:1,MOVE_SANDSTORM:1,MOVE_CAMOUFLAGE:1,MOVE_BITE:1,MOVE_SAFEGUARD:5,MOVE_BIND:10,MOVE_DIG:18,MOVE_HAZE:26,MOVE_BULLDOZE:35,MOVE_CRUNCH:44,MOVE_LANDS_WRATH:51,MOVE_DRAGON_BREATH:55,MOVE_EXTREME_SPEED:59,MOVE_THOUSAND_WAVES:63,MOVE_COIL:72,MOVE_OUTRAGE:80,MOVE_THOUSAND_ARROWS:82	MOVE_ZEN_HEADBUTT,MOVE_HYPER_VOICE,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_HIGH_HORSEPOWER,MOVE_FOCUS_BLAST,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_EARTH_POWER,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_DRAGON_TAIL,MOVE_SCALE_SHOT,MOVE_BULLDOZE,MOVE_SLUDGE_WAVE,MOVE_SUPERPOWER,MOVE_SCORCHING_SANDS,MOVE_DRACO_METEOR,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_PAIN_SPLIT,MOVE_DRAGON_DANCE,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SANDSTORM,MOVE_DRACO_BARRAGE	NONE	TRUE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5597	Measured	FALSE	NONE	NONE	UNK
SPECIES_ZYGARDE_50_POWER_CONSTRUCT	1166	718	Zygarde	base	NONE	TYPE_DRAGON	TYPE_GROUND	108	100	121	81	95	95	600	ABILITY_POWER_CONSTRUCT	ABILITY_NONE	ABILITY_NONE	3	300	ternary_gen5plus:300|pre:270	HP:3	GENDERLESS	120	EGG_GROUP_NO_EGGS_DISCOVERED	NONE	0	GROWTH_SLOW	NONE	MOVE_GLARE:1,MOVE_SANDSTORM:1,MOVE_CAMOUFLAGE:1,MOVE_BITE:1,MOVE_SAFEGUARD:5,MOVE_BIND:10,MOVE_DIG:18,MOVE_HAZE:26,MOVE_BULLDOZE:35,MOVE_CRUNCH:44,MOVE_LANDS_WRATH:51,MOVE_DRAGON_BREATH:55,MOVE_EXTREME_SPEED:59,MOVE_THOUSAND_WAVES:63,MOVE_COIL:72,MOVE_OUTRAGE:80,MOVE_THOUSAND_ARROWS:82	MOVE_ZEN_HEADBUTT,MOVE_HYPER_VOICE,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_HIGH_HORSEPOWER,MOVE_FOCUS_BLAST,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_EARTH_POWER,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_DRAGON_TAIL,MOVE_SCALE_SHOT,MOVE_BULLDOZE,MOVE_SLUDGE_WAVE,MOVE_SUPERPOWER,MOVE_SCORCHING_SANDS,MOVE_DRACO_METEOR,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_PAIN_SPLIT,MOVE_DRAGON_DANCE,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SANDSTORM,MOVE_DRACO_BARRAGE	NONE	TRUE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5660	Measured	FALSE	NONE	NONE	UNK
SPECIES_ZYGARDE_10_AURA_BREAK	1164	718	Zygarde	base	NONE	TYPE_DRAGON	TYPE_GROUND	54	100	71	61	85	115	486	ABILITY_AURA_BREAK	ABILITY_NONE	ABILITY_NONE	3	243	ternary_gen5plus:243|pre:219	HP:3	GENDERLESS	120	EGG_GROUP_NO_EGGS_DISCOVERED	NONE	0	GROWTH_SLOW	NONE	MOVE_GLARE:1,MOVE_SANDSTORM:1,MOVE_CAMOUFLAGE:1,MOVE_BITE:1,MOVE_SAFEGUARD:5,MOVE_BIND:10,MOVE_DIG:18,MOVE_HAZE:26,MOVE_BULLDOZE:35,MOVE_CRUNCH:44,MOVE_LANDS_WRATH:51,MOVE_DRAGON_BREATH:55,MOVE_EXTREME_SPEED:59,MOVE_THOUSAND_WAVES:63,MOVE_COIL:72,MOVE_OUTRAGE:80,MOVE_THOUSAND_ARROWS:82	MOVE_ZEN_HEADBUTT,MOVE_HYPER_VOICE,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_HIGH_HORSEPOWER,MOVE_FOCUS_BLAST,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_STOMPING_TANTRUM,MOVE_STONE_EDGE,MOVE_EARTH_POWER,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_DRAGON_TAIL,MOVE_SCALE_SHOT,MOVE_BULLDOZE,MOVE_SLUDGE_WAVE,MOVE_SUPERPOWER,MOVE_SCORCHING_SANDS,MOVE_DRACO_METEOR,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_PAIN_SPLIT,MOVE_DRAGON_DANCE,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SANDSTORM,MOVE_DRACO_BARRAGE	NONE	TRUE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_6_families.h	5723	Measured	FALSE	NONE	NONE	UNK
