species_const	species_name	checkpoint	roster_cp	roster_borrowed	level	floor_score	floor_moves	ceiling_score	ceiling_track	ceiling_ability	ceiling_nature	ceiling_item	ceiling_moves	ceiling_item_reliable	investment_delta	item_dependence	unreliable_best_item	ceiling_verdict_score	ceiling_win_rate	ceiling_chipped_win_rate	ceiling_outspeeds_rate	ceiling_mean_margin	cells	candidates_tested	beats_sample	loses_to_sample	confidence
SPECIES_STARMIE	Starmie	8	8	FALSE	47	0.3889	Confuse Ray,Recover,Hydro Pump,Spotlight	0.5139	special	ABILITY_ILLUMINATE	Timid	ITEM_HARD_STONE	Future Sight,Hydro Pump,Meteor Beam,Psychic	TRUE	0.125	0.0	NA	0.5	0.1667	0.0	1.0	-15.5	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_KLEAVOR	Kleavor	8	8	FALSE	47	0.2083	Night Slash,X-Scissor,Iron Defense,Razor Wind	0.5139	physical	ABILITY_SHEER_FORCE	Adamant	ITEM_LIFE_ORB	Stone Edge,X-Scissor,Close Combat,Rock Slide	FALSE	0.3056	0.0	NA	0.5833	0.5	0.0	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_MAGMORTAR	Magmortar	8	8	FALSE	47	0.1389	Sunny Day,Lava Plume,Fire Punch,Confuse Ray	0.5139	special	ABILITY_FLAME_BODY	Modest	ITEM_BLACK_BELT	Overheat,Focus Blast,Solar Beam,Fire Blast	TRUE	0.375	0.0	NA	0.6667	0.5	0.0	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_TAUROS_PALDEA_COMBAT	Tauros-Paldea-Combat	8	8	FALSE	47	0.2917	Swagger,Rest,Raging Bull,Zen Headbutt	0.5139	physical	ABILITY_INTIMIDATE	Jolly	ITEM_CHOICE_BAND	Close Combat,Earthquake,Stone Edge,Body Press	FALSE	0.2222	0.0	NA	0.5833	0.3333	0.1667	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_TAUROS_PALDEA_AQUA	Tauros-Paldea-Aqua	8	8	FALSE	47	0.3472	Swagger,Rest,Raging Bull,Zen Headbutt	0.5139	physical	ABILITY_INTIMIDATE	Jolly	ITEM_LIFE_ORB	Close Combat,Liquidation,Earthquake,Body Press	FALSE	0.1667	0.0	NA	0.5833	0.3333	0.0	0.5	-15.667	30	4	Marowak-Alola@Leader Flannery,Marowak-Alola@Leader Flannery2,Marowak-Alola@Leader Flannery3,Marowak-Alola@Leader Flannery4,Marowak-Alola@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_NOCTOWL	Noctowl	8	8	FALSE	47	0.5972	Moonblast,Roost,Uproar,Reflect	0.5139	special	ABILITY_TINTED_LENS	Timid	ITEM_CHOICE_SPECS	Hurricane,Uproar,Future Sight,Hyper Voice	FALSE	-0.0833	0.0	NA	0.5	0.1667	0.1667	0.5	-15.667	30	4	Scovillain@Leader Flannery,Scovillain@Leader Flannery2,Scovillain@Leader Flannery3,Scovillain@Leader Flannery4,Scovillain@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_HOUNDOOM	Houndoom	8	8	FALSE	47	0.3194	Foul Play,Comeuppance,Embargo,Dark Pulse	0.5139	special	ABILITY_EARLY_BIRD	Modest	ITEM_BLACK_GLASSES	Overheat,Dark Hole,Solar Beam,Inferno	TRUE	0.1945	0.0	NA	0.5	0.3333	0.0	0.5	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_SCEPTILE	Sceptile	8	8	FALSE	47	0.0833	X-Scissor,Detect,Giga Drain,Slam	0.5139	physical	ABILITY_OVERGROW	Jolly	ITEM_CHOICE_BAND	Solar Blade,Dragon Claw,Focus Punch,Leaf Blade	FALSE	0.4306	0.0	NA	0.5833	0.3333	0.0	1.0	-15.5	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_BLAZIKEN_MEGA	Blaziken-Mega	8	8	FALSE	47	0.3194	Sky Uppercut,Brave Bird,Triple Arrows,Bulk Up	0.5139	physical	ABILITY_STRIKER	Jolly	ITEM_BLACK_BELT	Focus Punch,Flare Blitz,Brave Bird,High Jump Kick	TRUE	0.1945	0.0	NA	0.6667	0.5	0.3333	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_PELIPPER	Pelipper	8	8	FALSE	47	0.0	Tailwind,Roost,Stockpile,Swallow	0.5139	special	ABILITY_FRISK	Timid	ITEM_LIFE_ORB	Hydro Pump,Hurricane,Blizzard,Surf	FALSE	0.5139	0.0	NA	0.5833	0.3333	0.0	0.5	-15.7	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_MASQUERAIN	Masquerain	8	8	FALSE	47	0.5903	Hurricane,Hydro Pump,Bug Buzz,Stun Spore	0.5139	special	ABILITY_INTIMIDATE	Modest	ITEM_LIFE_ORB	Hydro Pump,Bug Buzz,Solar Beam,Surf	FALSE	-0.0764	0.0	NA	0.5833	0.3333	0.0	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_MEDICHAM_MEGA	Medicham-Mega	8	8	FALSE	47	0.0	Recover,Reversal,Power Trick,Psych Up	0.5139	physical	ABILITY_HUGE_POWER	Adamant	ITEM_CHOICE_BAND	Focus Punch,Zen Headbutt,Body Slam,High Jump Kick	FALSE	0.5139	0.0	NA	0.5833	0.3333	0.0	0.5	-15.667	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_ABSOL_MEGA	Absol-Mega	8	8	FALSE	47	0.2917	Sucker Punch,Me First,Psycho Cut,Detect	0.5139	physical	ABILITY_MAGIC_BOUNCE	Jolly	ITEM_CHOICE_BAND	Foul Play,Play Rough,Close Combat,Night Slash	FALSE	0.2222	0.0	NA	0.5833	0.3333	0.1667	1.0	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_GLALIE_MEGA	Glalie-Mega	8	8	FALSE	47	0.1944	Fake Out,Crunch,Frost Breath,Detect	0.5139	physical	ABILITY_REFRIGERATE	Jolly	ITEM_LIFE_ORB	Ice Spinner,Explosion,Earthquake,Ice Fang	FALSE	0.3195	0.0	NA	0.5	0.1667	0.0	0.5	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_WALREIN	Walrein	8	8	FALSE	47	0.0833	Snowscape,Rest,Snore,Body Slam	0.5139	special	ABILITY_THICK_FAT	Timid	ITEM_CHOICE_SPECS	Blizzard,Hydro Pump,Snore,Ice Beam	FALSE	0.4306	0.0	NA	0.5	0.1667	0.0	0.5	-15.833	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_LUVDISC	Luvdisc	8	8	FALSE	47	0.4722	Hydro Pump,Soak,Lovely Kiss,Captivate	0.5139	special	ABILITY_SWIFT_SWIM	Modest	ITEM_LIFE_ORB	Hydro Pump,Moonblast,Blizzard,Surf	FALSE	0.0417	0.0	NA	0.5	0.1667	0.0	0.5	-15.7	30	4	Walking Wake@Leader Flannery,Walking Wake@Leader Flannery2,Walking Wake@Leader Flannery3,Walking Wake@Leader Flannery4,Walking Wake@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_BASCULEGION_M	Basculegion-M	8	8	FALSE	47	0.5556	Head Smash,Waterfall,Final Gambit,Flail	0.5139	physical	ABILITY_SWIFT_SWIM	Adamant	ITEM_HARD_STONE	Poltergeist,Aqua Tail,Head Smash,Phantom Force	TRUE	-0.0417	0.0	NA	0.5	0.1667	0.0	0.5	-15.667	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_BASCULEGION_F	Basculegion-F	8	8	FALSE	47	0.5556	Head Smash,Waterfall,Final Gambit,Flail	0.5139	physical	ABILITY_SWIFT_SWIM	Adamant	ITEM_HARD_STONE	Poltergeist,Aqua Tail,Head Smash,Phantom Force	TRUE	-0.0417	0.0	NA	0.5	0.1667	0.0	0.5	-15.667	30	12	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_GOTHITELLE	Gothitelle	8	8	FALSE	47	0.3194	Psychic,Shadow Ball,Future Sight,Flatter	0.5139	special	ABILITY_FRISK	Timid	ITEM_LIFE_ORB	Future Sight,Thunderbolt,Energy Ball,Psychic	FALSE	0.1945	0.0	NA	0.5	0.1667	0.0	0.5	-15.667	30	4	Scovillain@Leader Flannery,Scovillain@Leader Flannery2,Scovillain@Leader Flannery3,Scovillain@Leader Flannery4,Scovillain@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_MIENSHAO	Mienshao	8	8	FALSE	47	0.1944	Wide Guard,U-turn,Jump Kick,Drain Punch	0.5139	physical	ABILITY_INNER_FOCUS	Jolly	ITEM_CHOICE_BAND	Focus Punch,Stone Edge,Blaze Kick,Close Combat	FALSE	0.3195	0.0	NA	0.5	0.1667	0.0	0.6667	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_LYCANROC_MIDDAY	Lycanroc-Midday	8	8	FALSE	47	0.3056	Rock Climb,Crunch,Scary Face,Rock Slide	0.5139	physical	ABILITY_INNER_FOCUS	Jolly	ITEM_LIFE_ORB	Stone Edge,Close Combat,Earthquake,Rock Slide	FALSE	0.2083	0.0	NA	0.5833	0.3333	0.0	0.8333	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_LYCANROC_DUSK	Lycanroc-Dusk	8	8	FALSE	47	0.3056	Rock Climb,Crunch,Scary Face,Rock Slide	0.5139	physical	ABILITY_TOUGH_CLAWS	Jolly	ITEM_LIFE_ORB	Stone Edge,Thrash,Close Combat,Rock Slide	FALSE	0.2083	0.0	NA	0.5833	0.3333	0.0	0.8333	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_PASSIMIAN	Passimian	8	8	FALSE	47	0.2778	Reversal,Close Combat,Fling,Double-Edge	0.5139	physical	ABILITY_RECEIVER	Adamant	ITEM_CHOICE_BAND	Focus Punch,Thrash,Gunk Shot,Close Combat	FALSE	0.2361	0.0	NA	0.5833	0.5	0.0	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_INTELEON	Inteleon	8	8	FALSE	47	0.25	Soak,Liquidation,U-turn,Sucker Punch	0.5139	special	ABILITY_TORRENT	Timid	ITEM_LIFE_ORB	Hydro Pump,Blizzard,Shadow Ball,Surf	FALSE	0.2639	0.0	NA	0.5	0.1667	0.0	1.0	-15.533	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_THIEVUL	Thievul	8	8	FALSE	47	0.2917	Foul Play,Mystical Fire,Dark Pulse,Night Slash	0.5139	special	ABILITY_RUN_AWAY	Timid	ITEM_LIFE_ORB	Dark Hole,Psychic,Shadow Ball,Dark Pulse	FALSE	0.2222	0.0	NA	0.5	0.1667	0.0	0.8333	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_SANDACONDA_MEGA	Sandaconda-Mega	8	8	FALSE	47	0.5	Slam,Sandstorm,Dig,Glare	0.5139	physical	ABILITY_AERILATE	Adamant	ITEM_HARD_STONE	Earthquake,Skull Bash,Stone Edge,High Horsepower	TRUE	0.0139	0.0278	ITEM_CHOICE_BAND	0.5833	0.5	0.0	0.5	-15.5	30	4	Marowak-Alola@Leader Flannery,Marowak-Alola@Leader Flannery2,Marowak-Alola@Leader Flannery3,Marowak-Alola@Leader Flannery4,Marowak-Alola@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_TOXTRICITY_AMPED	Toxtricity-Amped	8	8	FALSE	47	0.2222	Overdrive,Poison Jab,Discharge,Toxic	0.5139	special	ABILITY_PUNK_ROCK	Modest	ITEM_CHOICE_SPECS	Belch,Thunder,Hyper Voice,Sludge Wave	FALSE	0.2917	0.0	NA	0.5	0.1667	0.0	0.3333	-15.667	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_TOXTRICITY_LOW_KEY	Toxtricity-Low-Key	8	8	FALSE	47	0.2222	Overdrive,Poison Jab,Discharge,Toxic	0.5139	special	ABILITY_PUNK_ROCK	Modest	ITEM_CHOICE_SPECS	Belch,Thunder,Hyper Voice,Sludge Wave	FALSE	0.2917	0.0	NA	0.5	0.1667	0.0	0.3333	-15.667	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_HATTERENE	Hatterene	8	8	FALSE	47	0.3194	Magic Powder,Healing Wish,Psychic,Dazzling Gleam	0.5139	special	ABILITY_MAGIC_BOUNCE	Calm	ITEM_CHOICE_SPECS	Future Sight,Misty Explosion,Shadow Ball,Moonblast	FALSE	0.1945	0.0	NA	0.5833	0.3333	0.0	0.0	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_GRIMMSNARL	Grimmsnarl	8	8	FALSE	47	0.2083	Nasty Plot,Dark Pulse,Torment,Sucker Punch	0.5139	physical	ABILITY_PRANKSTER	Adamant	ITEM_CHOICE_BAND	Foul Play,Play Rough,Superpower,Darkest Lariat	FALSE	0.3056	0.0	NA	0.5	0.1667	0.0	0.3333	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_ESPATHRA	Espathra	8	8	FALSE	47	0.1111	Dazzling Gleam,Uproar,Agility,Pluck	0.5139	special	ABILITY_SPEED_BOOST	Modest	ITEM_CHOICE_SPECS	Future Sight,Uproar,Energy Ball,Psychic	FALSE	0.4028	0.0	NA	0.5833	0.3333	0.0	0.5	-15.667	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_CYCLIZAR	Cyclizar	8	8	FALSE	47	0.4028	Dragon Rush,Double-Edge,Dragon Pulse,Dragon Claw	0.5139	physical	ABILITY_SHED_SKIN	Jolly	ITEM_DRAGON_FANG	Double-Edge,Dragon Rush,Power Whip,Body Slam	TRUE	0.1111	0.0833	ITEM_CHOICE_BAND	0.5	0.1667	0.0	1.0	-15.667	30	12	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_GLIMMORA	Glimmora	8	8	FALSE	47	0.375	Acid Armor,Power Gem,Rock Slide,Self-Destruct	0.5139	special	ABILITY_TOXIC_DEBRIS	Modest	ITEM_LIFE_ORB	Meteor Beam,Sludge Wave,Solar Beam,Sludge Bomb	FALSE	0.1389	0.0	NA	0.5833	0.3333	0.1667	0.5	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_IRON_THORNS	Iron Thorns	8	8	FALSE	47	0.3194	Rock Slide,Charge,Bite,Rock Tomb	0.5139	physical	ABILITY_QUARK_DRIVE	Jolly	ITEM_HARD_STONE	Supercell Slam,Stone Edge,Earthquake,Wild Charge	TRUE	0.1945	0.0278	ITEM_CHOICE_BAND	0.5	0.1667	0.1667	0.5	-15.833	30	4	Rotom-Heat@Leader Flannery,Rotom-Heat@Leader Flannery2,Rotom-Heat@Leader Flannery3,Rotom-Heat@Leader Flannery4,Rotom-Heat@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_DRATINI	Dratini	8	8	FALSE	47	0.2222	Safeguard,Dragon Rush,Aqua Tail,Dragon Tail	0.5069	support	ABILITY_SHED_SKIN	Calm	ITEM_BERRY_JUICE	Draco Meteor,Thunder Wave,Light Screen,Reflect	TRUE	0.2847	0.0	NA	0.4167	0.0	0.0	0.5	-15.583	30	8	NONE	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_FRAXURE	Fraxure	8	8	FALSE	47	0.1806	Dragon Pulse,Taunt,Dragon Claw,False Swipe	0.5	physical	ABILITY_RIVALRY	Jolly	ITEM_LIFE_ORB	Dragon Claw,Superpower,Iron Tail,Dragon Tail	FALSE	0.3194	0.0	NA	0.4167	0.0	0.0	0.5	-15.667	30	4	NONE	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_DRAKLOAK	Drakloak	8	8	FALSE	47	0.0556	U-turn,Double Hit,Agility,Hex	0.5	physical	ABILITY_CLEAR_BODY	Jolly	ITEM_CHOICE_BAND	Phantom Force,Dragon Tail,Psychic Fangs,U-turn	FALSE	0.4444	0.0	NA	0.4167	0.0	0.0	0.6667	-15.833	30	4	NONE	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_BEEDRILL_MEGA	Beedrill-Mega	8	8	FALSE	47	0.2222	Fell Stinger,Endeavor,Agility,Poison Jab	0.4861	physical	ABILITY_ADAPTABILITY	Adamant	ITEM_CHOICE_BAND	Gunk Shot,Megahorn,Fly,Poison Jab	FALSE	0.2639	0.0	NA	0.5	0.1667	0.0	1.0	-15.833	30	4	Walking Wake@Leader Flannery,Walking Wake@Leader Flannery2,Walking Wake@Leader Flannery3,Walking Wake@Leader Flannery4,Walking Wake@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_PIDGEOT_MEGA	Pidgeot-Mega	8	8	FALSE	47	0.4583	Mirror Move,Air Slash,Agility,Roost	0.4861	special	ABILITY_NO_GUARD	Timid	ITEM_BLACK_BELT	Hurricane,Hyper Voice,Focus Blast,Air Slash	TRUE	0.0278	0.0833	ITEM_CHOICE_SPECS	0.5833	0.3333	0.0	1.0	-15.667	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_RAICHU	Raichu	8	8	FALSE	47	0.2361	Extreme Speed,Thunderclap,Fake Out,Thunder Shock	0.4861	special	ABILITY_STATIC	Timid	ITEM_BLACK_BELT	Thunder,Hyper Voice,Focus Blast,Thunderbolt	TRUE	0.25	0.0278	ITEM_CHOICE_SPECS	0.5	0.1667	0.0	0.8333	-16.0	30	12	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_GOLDUCK	Golduck	8	8	FALSE	47	0.3472	Hydro Pump,Nasty Plot,Psych Up,Psychic	0.4861	special	ABILITY_SWIFT_SWIM	Timid	ITEM_LIFE_ORB	Future Sight,Hydro Pump,Focus Blast,Psychic	FALSE	0.1389	0.0	NA	0.5	0.1667	0.1667	0.5	-15.833	30	4	Ninetales@Leader Flannery,Ninetales@Leader Flannery2,Ninetales@Leader Flannery3,Ninetales@Leader Flannery4,Ninetales@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
SPECIES_PRIMEAPE	Primeape	8	8	FALSE	47	0.2361	Outrage,Stomping Tantrum,Screech,Shadow Punch	0.4861	physical	ABILITY_VITAL_SPIRIT	Careful	ITEM_LIFE_ORB	Focus Punch,Outrage,Gunk Shot,Close Combat	FALSE	0.25	0.0	NA	0.5	0.1667	0.0	0.5	-16.0	30	4	Scovillain@Leader Flannery,Scovillain@Leader Flannery2,Scovillain@Leader Flannery3,Scovillain@Leader Flannery4,Scovillain@Leader Flannery5	Infernape@Leader Flannery,Infernape@Leader Flannery2,Infernape@Leader Flannery3,Infernape@Leader Flannery4,Infernape@Leader Flannery5	Derived
